Customer_ID,Var1,Var2,Group,Category,Rating,Purchased_ABC_product,Probability of Purchase
2182747,0.44678203412890727,0.11291579518682168,0,0,0,0,0.213825198286665
2208843,0.5927078453026983,0.40738246673855427,4,0,0,1,0.8728270773092047
2237349,0.5791646421937223,0.1423955445275958,0,0,1,0,0.28962769946413996
2243955,0.43656215227450346,0.18764880030727565,5,0,0,1,0.4370248320220412
2253413,0.5930890998769887,0.3299892272258039,0,2,0,0,0.7680378659508039
2283093,0.3209476659203496,0.10777156079773223,0,0,0,1,0.22332238521478523
2285737,0.4237134554495243,0.21806375586256527,0,2,1,1,0.5858204197718214
2359159,0.5960267626397777,0.3139043902028432,5,0,0,1,0.7240426202619873
2385685,0.576758933131352,0.22032039316662988,0,0,1,1,0.48584696430233176
2390617,0.46422407637247787,0.20013307659807844,0,0,0,1,0.4063745696853258
2466215,0.5915759926433699,0.3377157162736289,0,0,0,1,0.728903875658084
2468677,0.5445995298593536,0.27807502712350596,0,1,2,0,0.7198776470800743
3191509,0.5402018388591725,0.06942572413510546,0,2,1,0,0.2050052305888051
3214865,0.5084614549294606,0.06254596191514873,4,0,0,0,0.1531841957331407
3223622,0.12519390547840734,0.0,4,0,0,0,0.11457408088906249
3499247,0.6416329510716371,0.3726315874157162,4,2,0,0,0.8583685094071825
3585939,0.7020010772541403,0.6055618334289149,0,4,2,1,0.9915717222801899
3883399,0.6455857353576685,0.3528897298558128,4,1,2,1,0.8639290329150866
4313092,0.189748823819328,0.16519231721006747,4,3,0,1,0.5286279984691101
4394548,0.7010039977270038,0.5446074381854865,0,1,2,1,0.9752467168286949
4402402,0.6532505600465306,0.308477145585284,0,0,1,1,0.6951818122098249
4418931,0.5313169044750855,0.29664624419272134,5,0,1,1,0.7389165905830932
4421825,0.6823443658104726,0.45374733241348847,2,4,2,1,0.9625228260193186
4440983,0.5140793197162993,0.14016654959524474,0,2,1,1,0.3609788060033829
4450754,0.4120547850086468,0.2522396976918678,4,3,0,0,0.7016581027509733
4490611,0.7030610951840488,0.46529992744070314,4,1,2,1,0.9528950438318384
4516227,0.2832764241787432,0.038440539214449225,0,0,0,0,0.12355712965329149
4520741,0.7303500297628263,0.5417490340193766,0,1,2,1,0.9738421375165198
4524382,0.41489812663544423,0.0,0,2,0,0,0.10009455027116528
4528141,0.3252938055598817,0.15905805677670384,4,3,0,1,0.4822850320455029
4616075,0.5450699713091749,0.3181438235387318,0,0,0,0,0.6941282719937607
4616948,0.4174881950743591,0.035212943668610865,0,2,0,0,0.13948435203619636
4627758,0.720242797609414,0.5074312731533923,4,4,2,1,0.9798519082638562
4659548,0.6300885735530066,0.3619350343234442,0,1,1,1,0.8272702411796077
4660974,0.7161553101300148,0.5587745053854664,0,1,2,1,0.9783911067485495
4683168,0.746995123854312,0.5544875820872274,2,1,2,1,0.9788294983142548
4727234,0.6759787988858645,0.392156639394263,0,1,2,1,0.8865003910762959
4862919,0.4800423346590911,0.2924519801165986,4,0,0,0,0.6876008483632355
4868583,0.3505529860916645,0.20182218195788376,4,3,0,1,0.5907251368528051
4895898,0.4278703736968442,0.0,4,4,0,0,0.15104620196984767
4914702,0.5059592746416309,0.33712004694873077,3,0,0,1,0.7684453616110828
4919334,0.7284261906451962,0.37564439617985207,0,1,2,1,0.8619483841984245
4922409,0.361182205810339,0.0,4,0,0,0,0.09509589793576782
4926103,0.3307110480060087,0.117999818806249,0,0,0,0,0.24140978889034648
5027661,0.4342755389834023,0.15703435120648063,4,3,0,1,0.45294845840739945
5174627,0.3812863738189573,0.25020026024936515,4,2,0,0,0.6712980277002676
5231666,0.6106166573998545,0.42969786792981196,4,4,1,1,0.9497985075362759
5431974,0.5563911644553103,0.3109519981631014,0,0,0,0,0.6752717034740826
5827250,0.44869074033809875,0.20354869709853413,4,3,0,1,0.5741985487035763
6116391,0.6632099323799482,0.35961382356316884,4,1,2,1,0.8704701197316809
6175124,0.49260890642462163,0.1432335908286191,0,0,1,0,0.3074963221093135
6401692,0.5590156223444945,0.15161607454363243,4,0,1,0,0.35624803381248143
6438332,0.46826924704263795,0.09227509350832903,4,2,0,0,0.2569541340710403
6493576,0.6060547998284842,0.40978692317661247,4,2,1,1,0.9196298087684649
6553856,0.46664465787656517,0.14078431024786972,4,4,1,0,0.4896392738488113
6593446,0.4256338470202775,0.05726337790801043,0,0,0,0,0.13213955177660483
6598922,0.5602512085606492,0.33115106480849643,0,0,0,1,0.7203216044439457
6618841,0.36696587340558856,0.03364782707874634,4,0,0,0,0.1305613773036129
6661309,0.4975682353901234,0.35415642131645847,4,0,0,1,0.8080502570394678
6701226,0.4187727462995544,0.2772695343416951,0,0,0,0,0.6203578756749727
6838298,0.5834089983326677,0.31927726928683725,0,0,1,1,0.7315007678179578
6847650,0.6899834371807091,0.410032079351745,4,4,2,1,0.945986450942062
6848449,0.5244022956922544,0.2243669731666733,4,0,1,1,0.5551769449302796
6860473,0.48331366162471134,0.23875287547503019,4,0,0,1,0.5518772473739916
6977361,0.46326370252202176,0.21850758729972664,0,0,0,1,0.4550162099217865
7003906,0.617850038825964,0.2518743635856325,4,0,2,1,0.6546514668072996
7010403,0.5371708213922647,0.15738495415466677,4,0,2,1,0.4240960582779063
7076695,0.4754557036769549,0.2480950410520204,4,2,0,0,0.6475691576643215
7166154,0.3755635044247443,0.12079004319346397,4,3,0,1,0.3712242871567381
7168221,0.5188943160451179,0.07649027642417491,4,0,0,0,0.17235815452629455
7172058,0.578267410470331,0.1492830869262267,4,0,0,0,0.30192747674246806
7186418,0.43954839584132077,0.14330957652723716,4,0,0,1,0.31430140409433066
8928,0.3909479781478905,0.21244339923954159,0,3,0,0,0.563921929356577
18218,0.33878425957528435,0.0,1,3,0,0,0.12613293337577988
87982,0.649077568561923,0.2694432371104461,0,2,1,1,0.6683676686066188
135376,0.5323121770483016,0.17221385659046196,0,4,1,1,0.5125690366275555
148880,0.6760351562617499,0.4364476515329399,0,2,1,1,0.9222952867756129
150414,0.557546582781889,0.20531135354383523,0,2,0,0,0.47180892172296823
151324,0.46975936729507584,0.0,0,0,0,0,0.073289998117993
164704,0.24932190392046888,0.0,0,0,1,0,0.1054143357564484
173929,0.3202908528457582,0.0,1,2,1,0,0.13455795016320315
183993,0.5624579610071674,0.06743734593474339,0,2,2,0,0.23291062778699606
199222,0.32160046651443097,0.03464544245946596,0,0,0,0,0.11569995415536623
235315,0.5624182823938001,0.14519848414327804,0,2,1,0,0.36363952937474575
240917,0.5120605122559586,0.05651331907422473,0,0,0,0,0.12277024040455159
373597,0.44641706066206543,0.1698830453329574,0,0,0,0,0.33431104709248377
373941,0.4498096920628082,0.049743077100790616,0,2,0,0,0.15554695391406845
383105,0.42842806137596123,0.0,0,0,0,0,0.07580419465462643
389063,0.43437788726968785,0.04895971983334808,0,0,0,0,0.12140122436841803
432694,0.5456183649025019,0.16431954561937287,0,2,0,0,0.3673916080966619
455391,0.5977101683210646,0.23305025502984242,0,0,1,0,0.5154617398275281
679383,0.39675556472112067,0.0,0,0,0,0,0.07778417142046201
695172,0.6360608654724271,0.03492942507608342,0,1,2,0,0.14767443692801613
723436,0.6185707576468218,0.3031772526972692,0,0,1,0,0.6895494493646357
731255,0.6408854949029883,0.2792589477433773,2,1,2,0,0.7243120062852506
737339,0.49042576504698254,0.18444209700687145,0,0,0,1,0.36102744917321183
737348,0.33130700642980304,0.0,0,0,0,0,0.08202633273316944
760068,0.5010111656500378,0.23173179280739797,0,0,1,1,0.5331886963106645
827598,0.5383924601872937,0.24101707163874186,0,2,1,1,0.6207090048867415
835131,0.7403251388296134,0.6348249594667352,2,1,2,1,0.9910226490710269
837506,0.548713140264913,0.39438719614975903,0,2,1,0,0.894132627330144
839201,0.4131833976018564,0.041882011411557916,0,1,0,0,0.13120353322896836
1243191,0.4320808694934587,0.025303528145989976,4,0,0,0,0.11474079470752957
1324157,0.36132705999180603,0.25473575629955736,0,2,0,1,0.6438085293488017
1325037,0.4340632194667472,0.15030763092377566,0,0,1,1,0.3353445532086987
1571547,0.5582801892989938,0.30611517833139484,0,0,0,1,0.6633855332212218
1620983,0.4559600843554079,0.13577952266079418,0,2,0,0,0.31616709718319985
1699987,0.7405272773108311,0.6053818018719563,0,1,1,1,0.9835107530477906
1732923,0.5767955567051544,0.32067690998659726,0,2,1,1,0.7884832090536019
1750259,0.5225389746431067,0.1829976487898376,0,0,0,1,0.35097257340576754
1810307,0.5486981003052394,0.17182755585942397,0,1,1,0,0.3995557329379107
1834707,0.36200525670826744,0.0,0,0,0,0,0.08001094855652961
1841560,0.4277382716165229,0.0,0,2,0,0,0.0990792750962319
1851502,0.3368360687751659,0.028129783053069457,4,0,0,0,0.12688258783164574
1852146,0.4248618394475978,0.21890115330916793,4,3,0,1,0.6189754115793734
1859735,0.5574634761891157,0.2202716466176307,0,2,1,1,0.562798673476661
1867879,0.49476079647757754,0.0,0,0,1,0,0.08667774885486927
1869286,0.5641785494394436,0.1868231064444697,0,1,2,1,0.48619125336055635
1879832,0.5349845105806907,0.04133594222750161,0,0,0,0,0.10433382883027244
1880503,0.5198607149523249,0.23314081523023913,0,0,0,0,0.4817875200252738
1881321,0.6207246431314061,0.4534042322115729,0,1,2,1,0.9406549917386423
1884525,0.4785110552456092,0.1396241989057914,0,0,0,0,0.2606436178013282
1903099,0.3857781897800229,0.04296902101220737,3,0,0,0,0.13476919371589804
1916142,0.5957559724406386,0.16909909818604832,0,2,1,1,0.4177936714865455
1916428,0.6244705864910728,0.37173781501561,0,4,2,1,0.9105362850530586
1924033,0.6293710462151425,0.3620212093140515,0,2,1,1,0.8473926144491772
1932315,0.6875510572457338,0.4163505166706071,0,1,2,1,0.9093393875320358
1947995,0.6101056560172986,0.2741883919293769,0,0,1,1,0.6209466728556119
1948047,0.560125137270901,0.30429232272343787,0,0,0,0,0.6586261538349502
1972811,0.3353327962755396,0.14270075716569744,4,3,0,0,0.4364109906357091
1989525,0.4865057560674658,0.2652055541700531,0,0,1,0,0.6238465513267943
1990948,0.34740076890348076,0.07793576598887521,0,2,1,0,0.25091809343021476
1991629,0.48398180560215087,0.21850758729972664,0,0,1,1,0.5014197509152434
1993305,0.7492540782729357,0.46143270649133317,0,4,2,1,0.9598922551034361
2001090,0.46438422257365397,0.13915797379764352,0,0,1,1,0.30347299402588523
2008660,0.5888426704267572,0.2357912970741529,4,0,1,1,0.5714349540095155
2009798,0.4446396583473058,0.23372830724097146,4,3,0,1,0.6518761885941693
2110688,0.6141078116610178,0.30844781856078735,0,2,1,1,0.7597526274653502
2111755,0.7417881225568422,0.5091924686044305,4,1,2,1,0.9690890279239639
2114250,0.5514377465924317,0.32595324185698776,4,0,0,0,0.7477092119620008
2135076,0.4774029940057738,0.047909711545738115,0,0,0,0,0.1162465345231144
2135413,0.4394717869778477,0.14676942832543638,5,0,0,0,0.3327753727510503
2135965,0.7547769851535049,0.5023834626019255,2,1,2,1,0.9632531730039354
2153438,0.33195683906243745,0.02664802050386702,4,3,0,0,0.18220921707451632
2187297,0.3154654085040229,0.15463127672268223,0,2,0,1,0.39061797431545103
2192765,0.33656265562820975,0.0,4,0,0,0,0.09698056604542812
2201970,0.39170231807699546,0.1954154874624052,4,0,0,0,0.45580233035946066
2225444,0.3275017128926602,0.04010096662243193,4,2,1,0,0.21505251632517416
2226461,0.6765849823147556,0.49082286450578944,0,4,2,1,0.9722279324491441
2232399,0.5202245544896311,0.37520577782833986,4,0,0,1,0.8380643620291939
2359193,0.7662556780941305,0.4237797915980732,2,1,2,1,0.9176164916937789
2378282,0.49315833251752805,0.1545600917616751,0,2,1,0,0.40184088112062605
2403983,0.6257178449608759,0.3986246067359209,0,0,0,1,0.8340103499448178
2404091,0.49293467669868485,0.15926606480164052,0,2,0,1,0.3655535431241542
2409165,0.6281433005762417,0.4526521253100626,0,4,1,1,0.9518093829113166
2461945,0.5715177932883239,0.3332992308700338,0,2,0,0,0.7776287760783699
2465119,0.5687902924139735,0.09917057066585105,0,0,1,0,0.20535905952989697
2570042,0.3691002678025784,0.0,0,0,0,0,0.0795516265651098
3205601,0.26067141387531767,0.03718470738722314,0,2,0,0,0.15975100709050524
3411165,0.4541718860361832,0.050522913649533645,0,0,1,0,0.14486079200994878
3444818,0.4042388456774304,0.14564877853100303,4,0,0,0,0.3265610185556259
3588274,0.640777530937654,0.2662186093086974,4,1,1,1,0.6716443165972203
3699351,0.4689957663605425,0.24587985812389487,0,2,0,1,0.5990969049176308
4076713,0.38927836004362504,0.03746456767373439,4,0,0,0,0.13300888586402704
4178156,0.4530181611609667,0.0,0,2,0,0,0.09710714424802315
4181307,0.34746671084528635,0.11835106050518146,0,0,1,1,0.2785650724327373
4313545,0.6038529108023934,0.3193323703797174,0,1,1,1,0.7560507072141777
4418303,0.5435498447886417,0.12640695367953803,0,1,1,0,0.2908031250971277
4460793,0.6031428921622047,0.34718966346966357,0,2,0,1,0.7979402228557702
4510896,0.41859502185519704,0.164655746732155,0,0,1,1,0.37376707570036904
4529866,0.45453555824189573,0.050522913649533645,0,2,1,0,0.1849526075643945
4579454,0.5129363954754425,0.29758551032620606,3,1,0,0,0.7138906699415968
4585204,0.3654167654728286,0.22109848119706504,0,0,0,1,0.48344009619065176
4602076,0.5770458028695578,0.3206495742890187,4,0,0,1,0.7323904668360918
4611394,0.6060621276150633,0.3478686855710523,2,0,1,1,0.7996603540721403
4629154,0.6049232431352946,0.37364168073295617,0,4,0,1,0.8753571767988126
4685539,0.548690579531523,0.2480950410520204,4,0,0,0,0.5624539052162344
4694940,0.38732151195743847,0.10381075822948714,4,3,0,1,0.3273868896744451
4763176,0.13751589722884586,0.0,4,3,0,0,0.1656583880830059
4770672,0.6503825831302598,0.49449513423056873,4,4,2,1,0.9782618094051647
4773954,0.46607043745342436,0.258570242903341,0,0,0,0,0.561724111801565
4886551,0.4249257216275335,0.0,4,2,1,0,0.14038257021388903
4919416,0.8666330683366069,0.7046636413757361,2,1,2,1,0.9952464247206256
5919792,0.6052678088792166,0.3824198425164963,4,1,1,0,0.8805058356252776
5997265,0.668548003008773,0.4378445944300001,4,4,1,1,0.9515138858295572
6113456,0.3531939549200895,0.21602736582467857,4,3,0,1,0.6265578198610218
6195785,0.5263511634357312,0.03577859482978193,0,0,1,0,0.11943589751919559
6210961,0.475813307624819,0.283034856866234,0,3,0,1,0.719462959367027
6351369,0.3133319769682733,0.034503276666980796,4,3,0,0,0.19773557160425018
6364839,0.4368052898385675,0.24338017209876975,4,3,0,1,0.6765705134328514
6387611,0.5825157962197368,0.3619350343234442,0,2,1,1,0.8525428246829336
6425789,0.6998660232570433,0.24859268959588915,2,4,1,1,0.6939414293473583
6465320,0.29078907030883483,0.11255336510200181,0,0,0,0,0.2371507602301674
6528514,0.3263633116843532,0.0,4,0,0,0,0.09777106503467703
6533297,0.5013279587076659,0.2223073013295306,4,0,0,1,0.5038560916430523
6538631,0.4258952223971588,0.0,4,0,0,0,0.09029753023205335
6549277,0.5012068278303583,0.030183219326741745,4,2,0,0,0.14691666769433315
6551899,0.5765234717067124,0.0,4,0,0,0,0.07996428376201702
6552084,0.45513292462532695,0.11747161949418167,4,2,1,0,0.36013016211983667
6558659,0.5097468710648876,0.10758498729586195,4,0,0,1,0.22681715390839316
6608784,0.6212039462134888,0.3938143080023502,0,1,1,1,0.8718311842545458
6609736,0.6488038366035247,0.0,0,1,1,0,0.08751230892300702
6612728,0.13692649191046907,0.03941105183666033,4,3,0,0,0.23287530679740082
6789122,0.5006148318962553,0.08306353744449257,0,2,1,0,0.23619516955804007
6833978,0.5048087875777562,0.06518773853783352,0,0,0,1,0.13392101257667816
6846002,0.53763057414369,0.17234243261710966,4,1,2,0,0.5002208746865234
7031642,0.5195812591317688,0.3473772454771454,4,0,0,0,0.7933171980363963
7052408,0.4854779551789844,0.07793576598887521,4,2,0,0,0.22595028738111367
7057301,0.21629913467223594,0.12096295136922884,4,0,0,0,0.30498622011912097
7078215,0.6544481285598557,0.5314743137447355,4,2,2,1,0.9803212254060446
7092516,0.5133943354812243,0.2313663090703257,4,0,0,0,0.5255418070635058
7114324,0.8041677089039081,0.7163841241510633,4,4,2,1,0.9976676557347428
7140639,0.46330272959537633,0.15597827162237468,4,2,1,1,0.45817664031807104
7182312,0.460174817968962,0.10814410702785222,4,3,0,1,0.323519365913377
7192871,0.46799752428367936,0.10485688183693294,4,3,0,0,0.3143387758445904
86443,0.43825261101514,0.08804410960586335,0,0,0,1,0.1733441278992266
100901,0.33511102051975705,0.0,1,3,0,0,0.12649038896222373
123291,0.40256921746989527,0.24359341206664467,0,2,1,1,0.6547645329033714
135843,0.6396993375629352,0.10523573207482231,0,0,0,0,0.17439828445820513
149371,0.47363938956619545,0.14527361440642253,0,0,1,0,0.31579311392864357
150420,0.4240681206453891,0.04552369982999061,0,2,0,0,0.15258852659291705
161791,0.5920181403670348,0.19597720158204762,0,2,0,0,0.4393714225196742
178462,0.5224011934497246,0.16153784501054416,0,0,0,1,0.3003681416354534
387731,0.464013865676455,0.12497746811417834,0,2,1,0,0.33394419145454735
417547,0.5732430947298889,0.0,0,2,1,0,0.10607906100541037
436650,0.5384669715253393,0.3249960711427375,0,0,0,1,0.7107524527598716
450824,0.4886245702259925,0.17227815651338468,0,0,0,0,0.33176811565710046
496956,0.5739915916415783,0.12053035742782289,0,2,2,0,0.34731633044313887
685337,0.3391411701051625,0.0,0,2,1,0,0.12730502412627315
692186,0.42530821479047565,0.12463940012604119,0,0,0,0,0.23922326476332081
717368,0.6103382323445294,0.2466772361048533,0,1,2,0,0.6336846077197241
724448,0.5164241190435982,0.37001863126965046,0,1,1,1,0.8524075305486934
725865,0.6109461726707949,0.23596953370001697,0,2,1,1,0.5924905028502179
736871,0.3120082058805136,0.0,1,3,0,0,0.12875850575935785
748682,0.5157369867183674,0.0,0,0,0,0,0.07058354455288768
749318,0.5608592108203869,0.11372850552517735,0,0,1,0,0.23334865536647223
763948,0.5342150693055869,0.33469149652089225,0,2,0,0,0.7857971407419854
773174,0.6421757609379333,0.3190015010469374,0,1,1,0,0.7490956132755394
774850,0.6293981436955223,0.35996290119132385,2,0,1,0,0.8166366613909537
816093,0.4638254312594724,0.15794444948836375,0,0,2,1,0.3956044842039684
843817,0.8288040249527094,0.633838550577317,2,1,2,1,0.9901987708200806
844471,0.590156862711732,0.36313760684032576,1,4,2,1,0.9092948917224353
1213832,0.4372258965315702,0.1485475481392158,0,2,0,1,0.35034039633621766
1224652,0.5336913205873268,0.14063007615769543,0,0,1,0,0.29398866855649525
1227356,0.31421296655170383,0.12430067217069526,0,3,0,0,0.34895742140180774
1228840,0.5678577496849683,0.2084710160887711,0,0,0,0,0.40597141189347985
1229578,0.49879891619167604,0.23997572813791954,0,1,2,1,0.6397563624657474
1272368,0.7401769390483736,0.6230465585872892,0,1,2,0,0.9888286328923194
1275043,0.6913531483396164,0.4768771343735888,0,4,2,1,0.9674688664729985
1326693,0.42877514393586935,0.0,0,0,0,0,0.07578275554214393
1340371,0.39399789811416663,0.0,0,3,0,0,0.11594411578992056
1344196,0.5562674594798795,0.051814902791047446,0,2,0,0,0.14637445917295644
1345986,0.38293093957112145,0.0,0,0,0,0,0.07866316569293316
1350559,0.6192542703062884,0.3685521089819103,0,4,2,1,0.9080891372508626
1579917,0.5921167040667162,0.1993098265639807,2,0,2,0,0.5005999578035847
1584503,0.5275525457609355,0.24136280194494913,0,4,2,1,0.7316232232874852
1752406,0.6054404130329689,0.29764794765686226,0,0,2,1,0.7220132782034069
1754619,0.5467221034924049,0.407481939322984,0,2,0,1,0.8881464494017628
1755251,0.4844813292543657,0.11426820530717573,0,2,1,0,0.30498393559974474
1828588,0.6838877748933508,0.5598522743710064,3,2,1,1,0.9808518039595872
1838300,0.5408485931861823,0.39115802483423656,0,0,1,1,0.8597472338637047
1842247,0.508088193046664,0.18969600656042074,0,0,0,0,0.3705280587424542
1861217,0.5028671972141624,0.31430183585441523,0,2,1,0,0.7879150930056227
1866318,0.13786798622383648,0.038857138070090176,0,2,1,0,0.20925417969529397
1874020,0.5868703905472078,0.2480950410520204,0,0,0,0,0.5072321337889769
1878556,0.5641742118407214,0.24256746176041413,0,0,1,0,0.5483090133621331
1893157,0.5875574311046569,0.38329848966497687,0,4,1,1,0.9065964725267042
1894792,0.5922868881759645,0.2517524144134429,0,0,0,1,0.515871245290653
1903108,0.6971039046574553,0.29005552784585464,0,0,1,0,0.6428091346730261
1919734,0.48005186627209395,0.04472101525268598,0,3,0,0,0.16436362991076778
1922500,0.5378999326686674,0.2788072255656894,4,0,0,1,0.6436163049596803
1934906,0.5934871343262199,0.29917068576526484,0,2,1,1,0.7445376725534785
1948222,0.44906715052371726,0.10777156079773223,0,2,0,1,0.25602726909499607
1956072,0.42842806137596123,0.11381857214543026,0,0,1,1,0.2550702883482521
2009048,0.4355334442994797,0.12053035742782289,4,0,0,1,0.2647077177757274
2017435,0.6110413325265432,0.41048877951393953,0,0,1,1,0.8764558731491089
2116162,0.6860142651596786,0.40650130669591916,4,4,2,1,0.9441968039366496
2134126,0.4904473863394313,0.4183390954172575,0,3,1,1,0.9301563007031624
2134974,0.679911029610576,0.5741698863185379,0,0,1,1,0.9749059439629186
2147951,0.5744082346113066,0.41446629069351404,4,0,1,0,0.9022886954242582
2153596,0.44811398918102296,0.13144146321024985,4,3,0,0,0.3831172052697634
2160999,0.5015230422168376,0.19377615718375985,4,0,0,0,0.427579766340064
2186318,0.5003116858396008,0.07947909685003396,4,0,0,0,0.17939365154271747
2213702,0.585703003766169,0.21075207283049402,0,0,2,1,0.509225296304722
